property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,vatika gurgaon,sector 83,1.4,6628.0,3,3,2,7.0,Relatively New,1735.03,1570.0,1413.0,0,0,0,0,0,1,74,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,signature global grand iva,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,797.41,750.03,605.04,0,0,0,0,0,0,0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,ireo victory valley,sector 67,3.65,13528.0,3,4,3+,18.0,Relatively New,2697.97,2490.01,2241.0,0,1,0,1,0,1,61,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,m3m skywalk,sector 74,2.45,12140.0,3,3,3+,25.0,Relatively New,2018.02,1800.05,1614.05,1,0,0,0,0,0,137,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,imperia the esfera,sector 37c,0.87,5513.0,2,3,3+,9.0,New Property,1577.99,1428.0,1285.0,1,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
house,the laburnum,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,3784.2,3240.04,3149.95,0,1,0,1,0,1,160,"28.4629° N, 77.0772° E",28.4629,77.0772
house,greenopolis,sector 89,0.7,5397.0,2,2,2,14.0,New Property,1433.0,1297.05,1167.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,pivotal devaan,sector 84,0.37,6346.0,2,2,1,5.0,Relatively New,582.97,532.0,482.98,0,0,0,0,0,0,73,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,ss,sector 85,2.17,7716.0,4,4,3,7.0,Relatively New,2811.96,2600.02,2400.03,1,1,0,1,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,raheja vedaanta,sector 108,1.5,5263.0,3,4,0,12.0,Relatively New,3149.0,2849.96,2565.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,smart world gems,sector 89,1.05,9519.0,2,2,2,4.0,Under Construction,1219.0,1102.98,993.0,1,0,0,0,1,0,38,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,vatika lifestyle homes,sector 83,1.05,7500.0,3,2,2,1.0,Moderately Old,1754.95,1599.95,1399.95,0,0,0,0,0,1,106,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,siddhi vinayak apartments,sector 55,1.44,9600.0,3,3,2,6.0,Moderately Old,1849.99,1700.05,1499.95,0,0,0,0,1,1,47,"28.4281° N, 77.1100° E",28.4281,77.11
flat,suncity vatsal valley,gwal pahari,1.28,9552.0,3,3,3,1.0,Relatively New,1670.96,1489.0,1340.0,0,0,0,0,0,1,49,"28.4484° N, 77.0210° E",28.4484,77.021
flat,ansal heights 86,sector 86,0.67,5100.0,2,2,1,10.0,Relatively New,1360.02,1231.0,1108.0,0,0,0,0,0,0,115,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,bestech park view grand spa,sector 81,2.35,8834.0,3,4,3+,10.0,Relatively New,2659.97,2511.0,2353.96,0,1,0,0,0,0,109,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 7,1.55,13889.0,2,2,2,1.0,Moderately Old,1193.0,1080.05,972.0,0,0,0,0,0,1,52,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,emaar mgf the palm drive,sector 66,3.98,18090.0,3,4,3+,2.0,Moderately Old,2200.03,1991.0,1792.0,0,1,0,0,0,1,123,"28.3925° N, 77.0541° E",28.3925,77.0541
house,independent,sector 2,0.4,7619.0,2,2,1,1.0,Relatively New,654.43,583.0,524.96,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,paras quartier,gwal pahari,7.5,14018.0,4,4,3+,20.0,New Property,5349.98,4842.0,4358.0,0,1,0,1,1,1,49,"28.4484° N, 77.0210° E",28.4484,77.021
house,independent,sector 56,7.25,29336.0,8,8,3+,0.0,Moderately Old,3013.0,2727.03,2454.0,0,0,0,0,0,1,24,"28.4245° N, 77.0991° E",28.4245,77.0991
house,birla navya,sector 63a,3.85,15437.0,3,3,3+,4.0,New Property,3109.8,2771.0,2494.0,0,1,0,0,0,1,160,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,m3m sierra 68,sector 68,1.1,8986.0,2,2,3,1.0,Relatively New,1223.96,1150.02,830.0,0,0,0,0,0,1,127,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sbtl caladium,sector 109,1.35,7180.0,3,2,3+,12.0,Relatively New,1880.02,1477.0,1127.95,0,0,0,0,0,0,128,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1326.0,1199.96,1080.0,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,dlf beverly park,sector 25,8.0,15384.0,5,5,3+,2.0,Old Property,6484.23,5778.0,5200.04,1,1,0,1,1,2,26,"28.4844° N, 77.0860° E",28.4844,77.086
house,independent,sector 39,15.0,33333.0,5,5,3+,4.0,Moderately Old,4972.0,4499.96,4050.0,0,1,0,0,0,1,27,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,tulip violet,sector 69,1.19,8814.0,2,3,1,0.0,Relatively New,1683.37,1500.0,1350.01,1,0,0,0,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,vatika the seven lamps,sector 82,0.86,6022.0,2,2,2,12.0,Relatively New,1429.98,1294.0,1165.0,1,0,0,0,0,1,135,"28.3935° N, 76.9600° E",28.3935,76.96
flat,deepak minda,manesar,1.2,4528.0,3,3,3+,6.0,Moderately Old,3304.12,2944.0,2649.96,0,1,0,0,0,0,7,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,m3m woodshire,sector 107,1.49,6310.0,3,4,3+,5.0,Relatively New,2360.95,2137.0,1923.0,0,1,1,0,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,sare crescent parc,sector 92,0.95,5013.0,4,5,3+,13.0,Relatively New,1996.52,1894.98,1499.95,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
house,independent,sector 11,0.9,10000.0,7,4,3+,4.0,Moderately Old,994.0,899.97,810.0,0,0,0,0,0,0,7,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,godrej nature plus,sector 33,1.45,15664.0,3,2,3+,20.0,Under Construction,1287.25,1270.0,925.0,1,0,0,0,0,0,144,"28.4420° N, 77.0207° E",28.442,77.0207
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3,3,3,5.0,Relatively New,1691.98,1531.0,1378.0,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,mapsko casa bella,sector 82,1.3,6378.0,4,4,3+,1.0,Relatively New,1960.0,1774.0,1597.0,0,1,0,0,0,0,130,"28.3935° N, 76.9600° E",28.3935,76.96
house,international city by sobha phase 2,sector 109,8.48,23556.0,4,6,3+,3.0,New Property,3978.0,3599.99,3240.0,1,1,1,1,0,0,153,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,viridian the plaza 106,sector 106,0.46,6571.0,1,1,1,18.0,New Property,872.97,778.0,699.98,0,0,0,0,0,0,104,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,vatika gurgaon,sector 83,1.1,6162.0,3,3,3+,5.0,Relatively New,1784.98,1599.95,1499.95,0,0,0,0,0,1,96,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,ss the leaf,sector 85,1.15,11966.0,2,2,3,20.0,Relatively New,1740.95,1263.04,961.0,0,0,0,1,0,0,107,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,umang winter hills,sector 77,0.92,5049.0,3,3,3,17.0,Relatively New,1822.01,1602.0,1399.95,0,0,0,0,1,1,49,"28.3801° N, 76.9845° E",28.3801,76.9845
house,independent,sector 12,0.7,6034.0,3,3,0,1.0,Relatively New,1282.0,1160.03,1044.0,0,0,0,0,0,0,23,"28.4723° N, 77.0320° E",28.4723,77.032
flat,la vida by tata housing,sector 113,1.9,18500.0,3,2,2,10.0,Relatively New,1578.96,1285.0,1026.98,0,0,0,1,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,bptp terra,sector 37d,1.4,7730.0,3,3,3,5.0,Relatively New,1811.03,1711.03,1611.03,0,0,0,0,0,1,149,"28.4478° N, 76.9703° E",28.4478,76.9703
house,central park flower valley,sector 33,1.15,9349.0,2,2,3,2.0,Relatively New,1552.12,1399.95,1229.99,1,0,0,0,0,1,71,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ramprastha the atrium,sector 37d,1.0,7782.0,3,3,2,4.0,Relatively New,1284.99,1163.0,1047.0,0,0,0,0,0,0,13,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10205.0,2,2,2,10.0,Relatively New,1215.03,1100.0,990.0,0,0,0,0,0,0,141,"28.4750° N, 76.9715° E",28.475,76.9715
flat,dlf the icon,sector 43,5.25,20388.0,4,4,3,9.0,Old Property,2575.05,2569.99,2559.98,0,1,0,1,1,0,135,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,signature global city,sector 37d,1.1,8800.0,3,3,3,1.0,Under Construction,1558.74,1389.0,1250.01,0,0,0,0,0,0,16,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,unitech heritage city,sector 14,4.26,13108.0,4,4,0,9.0,Old Property,3591.0,3249.94,2925.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,12.0,Relatively New,1749.99,1584.0,1426.0,0,0,0,0,1,0,65,"28.5073° N, 77.0089° E",28.5073,77.0089
house,palam vihar extension west zone rwa,sector 2,0.65,5777.0,2,2,1,1.0,Moderately Old,1243.0,1125.04,1013.0,0,0,1,0,0,0,23,"28.5095° N, 77.0320° E",28.5095,77.032
flat,krrish provence estate,gwal pahari,5.5,9482.0,4,5,3+,11.0,New Property,5800.02,5249.0,4724.0,1,1,0,1,0,0,151,"28.4484° N, 77.0210° E",28.4484,77.021
flat,mapsko mount ville,sector 79,1.28,8557.0,3,3,3,16.0,Relatively New,1490.05,1265.0,1063.9,1,0,0,0,0,1,128,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ss the leaf,sector 85,2.0,11869.0,3,4,3,5.0,Relatively New,2407.99,2026.0,1684.98,0,1,0,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,dlf regency park,sector 28,1.91,16608.0,2,2,2,11.0,New Property,1434.12,1278.0,1150.02,0,0,0,0,0,2,98,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,m3m golfestate,sector 65,4.94,16233.0,3,4,3,15.0,Moderately Old,3042.95,2754.0,2479.0,0,1,0,0,0,0,165,"28.4030° N, 77.0690° E",28.403,77.069
flat,ambience creacions,sector 22,4.63,14983.0,3,5,3+,5.0,New Property,3089.99,2796.0,2516.0,0,1,0,0,1,0,120,"28.5072° N, 77.0640° E",28.5072,77.064
flat,dlf regal gardens,sector 90,1.25,6459.0,3,3,3,10.0,Relatively New,1702.96,1650.0,1599.95,0,0,0,0,1,1,38,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,vipul lavanya,sector 81,1.28,7174.0,3,3,3,1.0,Moderately Old,2224.42,1982.0,1784.01,0,1,0,1,0,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
house,not applicable,sector 4,0.65,13000.0,2,1,1,3.0,Moderately Old,552.0,499.98,450.0,0,0,0,0,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
house,independent,sector 23,2.4,12000.0,3,3,2,2.0,Moderately Old,2210.0,2000.04,1800.0,0,0,1,1,0,0,28,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12181.0,2,2,1,8.0,Under Construction,902.98,817.0,735.0,0,0,0,0,0,0,105,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3+,14.0,Relatively New,1639.99,1380.0,1147.97,0,0,1,0,0,0,141,"28.4042° N, 76.9513° E",28.4042,76.9513
house,independent,sector 28,0.75,20833.0,7,4,3+,4.0,Moderately Old,398.0,360.05,324.0,0,0,0,0,0,0,7,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,emaar palm gardens,sector 83,1.75,9210.0,3,3,3,6.0,Relatively New,1900.04,1599.95,1240.0,0,1,0,0,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,the center court,sector 88a,2.1,12173.0,4,4,3,0.0,New Property,2174.95,1745.04,1725.02,1,1,0,0,0,0,142,"28.4347° N, 76.9557° E",28.4347,76.9557
house,dlf city plots,sector 26,12.5,38580.0,4,5,2,2.0,Moderately Old,3580.0,3240.04,2916.0,1,1,0,0,0,1,121,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ireo uptown,sector 66,1.85,12567.0,2,3,3,16.0,Relatively New,1471.96,1470.03,1250.98,0,1,0,0,1,1,79,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,whiteland blissville,sector 76,1.9,11363.0,3,3,2,0.0,Under Construction,1671.96,1513.0,1362.0,0,0,0,0,0,0,61,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,godrej summit premia towers,sector 104,0.9,7149.0,2,2,0,16.0,Relatively New,1391.0,1258.95,1133.0,0,0,0,0,0,0,0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ss the leaf,sector 85,1.85,7682.0,3,4,3,2.0,Relatively New,2407.99,2179.0,1961.0,1,1,0,0,0,1,49,"28.4042° N, 76.9513° E",28.4042,76.9513
house,malibu towne,sector 47,1.15,41818.0,3,3,3,2.0,Old Property,304.0,275.02,248.0,0,0,0,0,0,1,33,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,6.0,Moderately Old,2400.03,2114.0,1849.99,0,1,0,0,0,1,95,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,m3m merlin,sector 67,3.39,14376.0,3,4,3,14.0,Relatively New,2358.05,2100.04,2000.04,0,1,0,0,0,1,26,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,sare crescent parc,sector 92,0.66,4977.0,3,2,2,15.0,Relatively New,1653.26,1473.0,1326.0,0,0,0,0,0,2,44,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,paras dews,sector 106,1.4,6000.0,3,4,3+,12.0,Under Construction,1760.01,1593.0,1434.0,1,1,0,0,1,0,55,"28.5007° N, 77.0003° E",28.5007,77.0003
house,sector 38 rwa,sector 38,1.4,23932.0,8,8,3,4.0,Moderately Old,650.15,558.0,540.02,0,0,0,0,1,1,40,"28.4347° N, 77.0430° E",28.4347,77.043
flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,3,3,2,2.0,New Property,1935.03,1751.0,1576.0,0,0,0,0,0,0,0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,m3m woodshire,sector 107,1.01,7394.0,2,2,3+,11.0,New Property,1366.05,1199.96,1080.0,0,0,0,0,1,0,74,"28.5052° N, 76.9729° E",28.5052,76.9729
house,vipul tatvam villa,sector 48,8.5,26235.0,4,6,3,3.0,Old Property,3580.0,3240.04,2916.0,0,1,0,1,1,0,49,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,sobha city,sector 108,3.35,13266.0,3,4,2,19.0,New Property,2072.0,1875.0,1688.0,0,0,0,0,0,0,102,"28.5134° N, 76.9830° E",28.5134,76.983
flat,supertech araville,sector 79,0.78,6024.0,2,2,3+,0.0,New Property,1295.0,1172.0,1055.0,0,0,0,0,1,0,74,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulip violet,sector 69,1.2,10909.0,2,3,0,0.0,Relatively New,1215.0,1099.96,990.0,0,0,0,0,0,0,54,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 14,6.4,20317.0,6,6,3+,3.0,Old Property,3718.1,3141.01,3131.97,0,0,0,0,1,0,35,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,ansal api sushant estate,sector 52,0.29,11600.0,1,1,0,0.0,Moderately Old,311.89,278.0,250.05,0,0,0,0,0,1,49,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,shree vardhman flora,sector 90,0.92,4717.0,3,3,2,6.0,Relatively New,2431.71,2167.0,1949.99,1,0,0,0,0,1,49,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New Property,1591.19,1418.0,1275.95,0,0,0,0,0,0,71,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,experion windchants,sector 112,3.75,13383.0,3,3,2,21.0,Relatively New,2801.95,2225.54,2003.0,0,1,0,0,0,1,159,"28.5189° N, 77.0183° E",28.5189,77.0183
house,international city by sobha phase 2,sector 109,9.5,26389.0,7,6,3,3.0,Relatively New,3978.0,3599.99,3240.0,1,1,0,1,0,0,138,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,pareena coban residences,sector 99a,1.4,7010.0,3,5,3+,6.0,New Property,1997.03,1807.0,1626.0,0,0,0,0,0,0,15,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,ireo uptown,sector 66,1.32,11442.0,2,2,2,6.0,Relatively New,1157.98,1048.0,943.0,0,0,0,0,0,0,45,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,ats triumph,sector 104,2.78,8825.0,4,4,3+,11.0,Relatively New,3149.95,2851.0,2566.0,0,1,0,0,0,0,110,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 31,4.6,32258.0,2,2,2,2.0,Moderately Old,1464.57,1426.0,1068.96,0,0,0,0,0,0,0,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,shree vardhman victoria,sector 70,1.78,9128.0,3,3,3+,7.0,Relatively New,1949.99,1765.0,1588.0,0,1,0,0,1,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
house,ss aaron ville,sector 49,6.75,15000.0,5,4,2,2.0,New Property,4972.0,4499.96,4050.0,0,0,0,0,1,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
house,independent,sector 1,1.85,16003.0,4,3,2,3.0,Moderately Old,1441.24,1284.0,1156.04,0,0,0,0,0,0,0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,12.0,Relatively New,2190.99,1983.0,1785.0,1,0,0,0,0,1,144,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,m3m urbana,sector 67,1.0,12106.0,1,1,1,17.0,Relatively New,913.0,826.02,743.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,ss the leaf,sector 85,2.3,8179.0,4,4,3+,8.0,Relatively New,2811.96,2545.0,2290.0,0,1,0,0,0,0,21,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,la vida by tata housing,sector 113,1.93,12222.0,3,3,2,8.0,Under Construction,1578.96,1429.0,1286.0,0,0,0,0,0,0,71,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,tulip violet,sector 69,1.76,9513.0,3,4,2,0.0,Relatively New,1849.99,1674.0,1507.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
house,jacob pura,sector 12,0.35,9722.0,2,1,0,2.0,Old Property,398.0,360.05,324.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,1,14.0,Relatively New,1929.0,1746.0,1571.0,0,0,0,1,0,0,72,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,emaar mgf the palm drive,sector 66,3.0,14285.0,4,5,3+,10.0,Relatively New,2100.04,1900.0,1710.0,0,1,0,0,0,1,49,"28.3925° N, 77.0541° E",28.3925,77.0541
house,international city by sobha phase 1,sector 109,6.15,27333.0,5,5,3+,3.0,Relatively New,2766.9,2429.95,2249.98,0,1,1,1,0,1,130,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 6,0.75,10518.0,6,4,1,3.0,Moderately Old,788.0,713.0,642.0,0,0,0,0,0,0,62,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,ss the leaf,sector 85,1.58,7714.0,3,4,3,8.0,Relatively New,2407.99,2227.0,2048.05,0,1,0,0,0,0,159,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,dlf the icon,sector 43,6.0,26086.0,4,4,3+,18.0,Old Property,2868.22,2556.0,2300.03,0,1,0,0,0,1,150,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,4.0,Relatively New,1735.03,1199.96,1126.01,1,1,1,1,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
house,vatika sovereign next,sector 82a,3.85,7500.0,5,6,3+,6.0,Relatively New,5680.0,5139.98,4626.0,0,0,0,0,0,0,53,"28.3858° N, 76.9686° E",28.3858,76.9686
house,independent,sector 108,1.34,5000.0,1,1,0,1.0,Relatively New,2961.0,2680.0,2412.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,umang monsoon breeze,sector 78,1.05,5666.0,3,3,3,6.0,Moderately Old,1903.76,1853.01,1390.05,0,0,0,0,0,0,0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,smart world gems,sector 89,1.2,12526.0,3,3,3,3.0,Under Construction,1194.32,1064.0,957.99,0,0,1,1,0,0,131,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 46,4.35,23693.0,8,8,2,3.0,Relatively New,2029.0,1836.0,1652.0,1,0,0,1,0,1,19,"28.4374° N, 77.0586° E",28.4374,77.0586
flat,conscient habitat,sector 99a,0.35,6422.0,2,2,1,3.0,Relatively New,679.81,606.0,544.98,0,0,0,0,0,0,62,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,ild greens,sector 37c,1.05,7500.0,3,3,3,4.0,New Property,1874.96,1499.95,1399.95,0,0,0,0,0,1,5,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,mapsko mount ville,sector 79,1.2,13837.0,3,3,3,18.0,Relatively New,1509.96,1165.0,867.25,1,0,0,1,0,1,160,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sare green parc phase 3,sector 92,1.1,6875.0,4,3,2,12.0,New Property,1995.19,1778.0,1599.95,0,0,0,0,0,0,15,"28.4079° N, 76.9153° E",28.4079,76.9153
house,independent,sector 2,1.15,19360.0,3,3,2,2.0,Old Property,656.0,593.95,535.0,0,0,0,0,0,1,32,"28.5095° N, 77.0320° E",28.5095,77.032
flat,microtek greenburg,sector 86,1.25,8445.0,2,2,3,13.0,Moderately Old,1480.04,1339.0,1205.0,1,0,0,0,0,0,6,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,m3m golfestate,sector 65,5.4,18126.0,3,4,3,19.0,Moderately Old,2979.02,2696.0,2426.0,1,1,0,0,0,1,174,"28.4030° N, 77.0690° E",28.403,77.069
flat,dlf icon,sector 43,5.8,20707.0,4,4,3+,18.0,Old Property,3095.0,2800.98,2521.0,0,0,0,0,0,0,0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,greenopolis,sector 89,1.3,6806.0,3,3,3+,1.0,New Property,2381.5,2122.0,1909.95,0,1,0,0,0,0,35,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,m3m sierra 68,sector 68,1.2,9000.0,2,2,3,1.0,Relatively New,1250.01,982.0,750.03,0,0,0,0,0,2,76,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,vatika lifestyle homes,sector 83,1.05,5982.0,3,3,2,14.0,Relatively New,1754.95,1588.0,1429.0,1,1,1,1,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
house,independent,sector 24,2.6,24074.0,4,4,3+,4.0,Relatively New,1193.0,1080.05,972.0,1,0,1,1,0,2,0,"28.4939° N, 77.1038° E",28.4939,77.1038
house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Relatively New,2616.0,2366.98,2130.0,0,0,0,1,0,1,66,"28.4498° N, 77.0567° E",28.4498,77.0567
house,independent,sector 9,1.65,18333.0,2,3,0,3.0,Moderately Old,994.0,899.97,810.0,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,raheja vedaanta,sector 108,1.0,4854.0,2,2,2,0.0,Relatively New,2334.63,2060.0,1890.03,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,rof ananda,sector 95,0.2,5463.0,1,1,1,10.0,Relatively New,456.61,407.0,366.08,0,0,0,0,0,0,82,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 7,6.5,15046.0,3,2,3+,2.0,Old Property,4774.0,4319.98,3888.0,0,0,0,0,0,0,9,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,signature global city 81,sector 81,0.8,14652.0,2,2,2,4.0,Under Construction,681.04,607.0,546.05,1,0,0,0,0,0,36,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,unitech uniworld city,sector 30,3.55,14991.0,3,5,3+,16.0,Old Property,2367.95,2366.98,2000.04,0,1,0,0,0,1,141,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,ireo victory valley,sector 67,3.15,12846.0,3,4,3+,15.0,Relatively New,2452.02,2219.0,1997.0,0,1,0,1,0,1,149,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,vatika the seven lamps,sector 82,0.85,5979.0,2,2,2,9.0,Relatively New,1429.98,1294.0,1165.0,1,0,0,0,0,0,117,"28.3935° N, 76.9600° E",28.3935,76.96
house,independent,sector 110,1.0,8796.0,3,2,2,1.0,Old Property,1166.45,1080.05,899.97,0,0,0,1,0,0,0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,la vida by tata housing,sector 113,3.05,15561.0,3,4,3,3.0,Relatively New,2690.01,2149.98,1960.0,0,1,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,om apartment dayanand colony,sector 5,0.26,4373.0,1,1,1,3.0,Relatively New,727.07,648.0,582.97,0,0,0,0,0,0,14,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,emaar mgf emerald floors premier,sector 65,2.9,14683.0,4,4,0,0.0,Relatively New,2462.43,2194.0,1974.96,0,0,1,0,0,0,50,"28.4030° N, 77.0690° E",28.403,77.069
flat,puri diplomatic greens,sector 111,2.65,11963.0,3,4,3+,19.0,Relatively New,2215.0,2005.0,1804.0,1,1,1,1,0,0,65,"28.5238° N, 77.0320° E",28.5238,77.032
flat,ansal heights 86,sector 86,0.82,6029.0,2,2,1,12.0,New Property,1360.02,1299.96,999.97,0,0,0,0,0,0,49,"28.3986° N, 76.9384° E",28.3986,76.9384
house,dlf city plots,sector 26,19.0,42054.0,6,6,3,2.0,Relatively New,4992.0,4518.04,4066.0,1,1,0,0,0,1,121,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,puri diplomatic greens,sector 111,3.45,11694.0,4,5,3+,10.0,Relatively New,2949.95,2670.0,2403.0,0,1,0,0,0,0,101,"28.5238° N, 77.0320° E",28.5238,77.032
flat,tulip violet,sector 69,2.0,9583.0,4,4,2,0.0,Relatively New,2087.01,1889.0,1700.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 14,5.5,16975.0,5,4,2,2.0,Old Property,3474.51,3195.05,2700.02,1,0,0,0,0,0,27,"28.4711° N, 77.0454° E",28.4711,77.0454
