property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,alpha corp gurgaonone,sector 84,1.2,9448.0,2,2,1,6.0,Relatively New,1270.03,1149.0,1034.0,0,0,0,0,0,0,13,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,chd avenue,sector 71,1.32,6019.0,4,4,3,14.0,Moderately Old,2193.04,1985.0,1786.0,0,1,0,0,0,0,65,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,conscient elevate,sector 59,3.78,16500.0,3,3,3,3.0,Under Construction,2861.71,2550.0,2294.97,0,0,0,0,0,0,31,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17691.0,2,2,3,0.0,Relatively New,1215.03,1009.01,734.85,0,0,1,0,0,0,125,"28.4750° N, 76.9715° E",28.475,76.9715
flat,m3m the marina,sector 68,1.02,8095.0,2,2,2,11.0,Relatively New,1260.02,1250.01,799.97,0,0,0,0,1,1,49,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,proxima tower,sector 37c,0.6,4602.0,2,2,3,5.0,Under Construction,1304.05,1180.0,1062.0,1,0,0,1,0,0,55,"28.4515° N, 76.9882° E",28.4515,76.9882
house,independent,sector 5,3.5,15555.0,6,5,2,3.0,Old Property,2486.0,2249.98,2025.0,1,1,0,1,1,2,155,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,today callidora,sector 73,1.0,7692.0,2,2,2,13.0,New Property,1620.75,1444.0,1299.96,0,0,0,0,0,0,0,"28.4072° N, 77.0118° E",28.4072,77.0118
flat,godrej,sector 79,1.3,8269.0,2,2,3,3.0,New Property,1571.96,1423.0,1281.0,1,0,0,0,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulip monsella,sector 53,5.6,19363.0,3,3,3+,1.0,Under Construction,2892.04,2617.0,2355.0,0,0,0,0,0,0,42,"28.4433° N, 77.0948° E",28.4433,77.0948
house,emaar mgf marbella,sector 66,18.0,40000.0,5,6,3+,3.0,Relatively New,4972.0,4499.96,4050.0,1,1,1,1,0,2,153,"28.3925° N, 77.0541° E",28.3925,77.0541
house,international city by sobha phase 2,sector 109,5.65,10463.0,4,4,3+,2.0,New Property,5967.0,5400.03,4860.0,0,1,0,0,1,1,44,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,orris carnation residency,sector 85,0.8,4857.0,3,4,3,4.0,Relatively New,1645.05,1390.05,1274.98,0,1,0,0,0,1,40,"28.4042° N, 76.9513° E",28.4042,76.9513
house,independent,sector 9,0.5,6083.0,3,2,1,1.0,Moderately Old,928.98,822.04,750.03,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3,3,3,9.0,Relatively New,1814.57,1852.04,1250.01,0,0,0,0,0,0,72,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tulip leaf,sector 69,2.07,11423.0,3,3,3,16.0,Relatively New,1811.99,1640.0,1476.0,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 25,4.31,31926.0,5,4,3,3.0,Old Property,1492.0,1350.01,1215.0,0,0,0,0,0,0,40,"28.4844° N, 77.0860° E",28.4844,77.086
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2400.03,2169.0,1949.99,0,1,0,0,0,1,174,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,central park flower valley,sector 33,2.15,13522.0,3,3,3+,1.0,New Property,1590.04,1439.0,1295.0,0,0,0,0,0,0,31,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sobha city,sector 108,2.33,14463.0,3,3,3,17.0,Relatively New,1965.21,1711.03,1611.03,0,0,1,0,0,1,159,"28.5134° N, 76.9830° E",28.5134,76.983
flat,adani m2k oyster grande,sector 102,2.6,10007.0,3,3,3,2.0,Relatively New,2597.97,2351.0,2116.0,1,1,1,0,0,0,118,"28.4750° N, 76.9715° E",28.475,76.9715
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,2,2,2,14.0,Relatively New,932.87,915.04,675.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,bestech park view grand spa,sector 81,4.5,10714.0,4,6,3+,17.0,Relatively New,4199.97,3801.0,3421.0,0,1,0,0,0,1,44,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,11.0,New Property,1690.04,1529.0,1376.0,0,0,0,0,0,0,45,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,emaar mgf the enclave,sector 66,2.1,12352.0,3,4,2,12.0,Relatively New,1919.96,1800.05,1700.05,0,1,0,0,0,1,156,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,dlf new town heights,sector 90,2.0,7334.0,4,4,3+,20.0,Moderately Old,2727.03,2468.0,2221.0,0,1,0,0,1,0,49,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,emaar palm gardens,sector 83,1.75,9210.0,3,3,3,6.0,Relatively New,1900.04,1549.0,1240.0,0,1,0,0,0,1,105,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,shapoorji pallonji joyville,sector 102,1.1,12022.0,2,2,1,7.0,Relatively New,948.68,915.04,699.98,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,emaar mgf the enclave,sector 66,1.9,10555.0,3,4,2,8.0,Relatively New,1919.96,1849.99,1800.05,0,1,0,0,0,1,174,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sbr minda sec-1 imt manesar,manesar,0.64,4193.0,3,2,3+,6.0,Old Property,1903.07,1696.0,1526.0,0,0,0,0,0,0,51,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,antriksh heights,sector 84,0.94,7000.0,3,2,3+,10.0,New Property,1350.01,1222.0,1100.0,1,0,0,0,0,1,89,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,tarc maceo,sector 91,1.5,6465.0,3,4,3+,3.0,Relatively New,2320.05,1786.0,1325.04,1,1,0,0,0,0,112,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,aditya apartment,manesar,1.0,4033.0,3,4,0,3.0,New Property,2740.0,2480.0,2232.0,0,0,0,0,0,0,0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,smart world orchard,sector 61,2.1,13750.0,3,2,3,3.0,Under Construction,1549.03,1534.0,1499.95,0,0,0,0,0,0,146,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ramsons kshitij,sector 95,0.33,3911.0,2,2,1,14.0,New Property,767.04,694.0,625.0,0,0,0,0,1,1,79,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 14,4.6,20444.0,1,1,0,1.0,Old Property,2486.0,2249.98,2025.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,indiabulls centrum park,sector 103,2.2,7652.0,4,6,3+,4.0,Relatively New,2875.04,2602.0,2342.0,0,1,0,0,0,1,108,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,the close north,sector 50,2.7,10364.0,3,3,3+,6.0,Moderately Old,2604.97,2400.03,2200.03,0,1,0,0,0,0,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,adani m2k oyster grande,sector 102,2.61,10046.0,3,3,3,14.0,Relatively New,2597.97,2200.03,2000.04,1,1,0,0,0,0,21,"28.4750° N, 76.9715° E",28.475,76.9715
flat,m3m woodshire,sector 107,0.94,6881.0,2,2,3+,1.0,Moderately Old,1366.05,1236.0,1112.0,0,0,0,0,0,0,113,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,tarc maceo,sector 91,1.9,6975.0,4,4,3,9.0,Relatively New,2724.02,2465.0,2218.0,0,1,0,0,0,0,120,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,bestech park view ananda,sector 81,1.35,7541.0,3,3,3+,10.0,Moderately Old,1790.04,1438.0,1129.99,0,0,1,0,0,1,72,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,signature global solera,sector 107,0.5,7692.0,2,2,1,11.0,Relatively New,546.05,494.0,445.0,0,0,0,0,0,0,55,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,orris carnation residency,sector 85,1.1,6686.0,3,4,3,6.0,Moderately Old,1645.05,1467.0,1299.96,0,1,0,0,0,2,65,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,4,2,16.0,Relatively New,2155.0,1949.99,1755.0,0,1,0,1,0,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,shree arihant apartment,sector 54,1.55,7380.0,3,3,3+,3.0,Moderately Old,2100.04,2000.04,1900.04,0,0,0,1,1,1,125,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,experion windchants,sector 112,5.2,10726.0,4,6,3+,15.0,Relatively New,4847.95,3655.31,3499.99,0,1,0,1,0,1,174,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,pareena coban residences,sector 99a,1.45,7260.0,3,5,3,11.0,Relatively New,1997.03,1807.0,1626.0,0,1,0,0,1,1,49,"28.4561° N, 76.9542° E",28.4561,76.9542
house,independent,sector 6,1.25,11574.0,5,5,1,2.0,New Property,1193.0,1080.05,972.0,0,0,0,1,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,bptp terra,sector 37d,1.45,8006.0,3,3,3,9.0,Relatively New,1811.03,1639.0,1475.0,0,0,0,0,0,0,107,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,experion windchants,sector 112,3.75,13383.0,3,5,3+,22.0,Relatively New,2801.95,2536.0,2282.0,0,1,0,0,0,1,49,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,smart world gems,sector 89,0.95,8903.0,2,2,2,1.0,Under Construction,1067.03,804.0,578.02,1,0,0,0,0,0,122,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 7,1.35,40909.0,4,5,0,3.0,Old Property,365.0,330.02,297.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,signature global rosellia,sector 95,0.45,8754.0,2,2,2,14.0,New Property,640.85,571.0,513.98,0,0,0,0,0,0,24,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,m3m woodshire,sector 107,0.75,5490.0,2,2,3+,14.0,Relatively New,1366.05,1201.0,1050.02,0,0,0,1,0,0,174,"28.5052° N, 76.9729° E",28.5052,76.9729
house,dlf new town heights,sector 86,2.5,7058.0,4,4,3+,3.0,Moderately Old,3757.0,3399.99,3060.0,1,1,1,1,0,1,142,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3,3,3+,15.0,New Property,1852.04,1700.05,1450.0,0,0,0,1,0,0,174,"28.4750° N, 76.9715° E",28.475,76.9715
house,international city by sobha phase 2,sector 109,11.3,25111.0,7,5,3+,4.0,Relatively New,5007.62,4319.98,4140.01,1,1,0,1,1,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,dlf the ultima,sector 81,3.45,12012.0,4,4,3+,10.0,New Property,2872.02,2599.0,2339.0,0,1,0,0,0,2,165,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ss the leaf,sector 85,1.12,6453.0,2,2,3,10.0,Relatively New,1740.95,1484.99,1335.05,0,0,0,0,1,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,antriksh heights,sector 84,0.84,4869.0,3,3,3+,8.0,New Property,1725.02,1561.0,1405.0,0,0,0,1,0,0,60,"28.3979° N, 76.9736° E",28.3979,76.9736
house,independent,sector 2,4.99,18889.0,4,4,3+,3.0,Moderately Old,2685.0,2429.95,2187.0,0,1,1,1,0,0,43,"28.5095° N, 77.0320° E",28.5095,77.032
flat,paras dews,sector 106,1.2,6818.0,3,4,3+,9.0,Relatively New,1760.01,1185.97,1129.99,0,1,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3399.99,3077.0,2769.0,0,1,1,0,0,0,90,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,unitech the residences,sector 33,1.1,9909.0,2,2,3,9.0,Moderately Old,1109.97,1099.96,999.97,0,0,0,0,0,1,44,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ats tourmaline,sector 109,2.25,8704.0,3,4,3,14.0,Relatively New,2584.95,2339.0,2105.0,0,1,0,0,0,0,101,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,3,3,3+,3.0,Relatively New,2057.26,1833.0,1650.0,1,1,0,0,0,1,38,"28.4030° N, 77.0690° E",28.403,77.069
flat,vatika the seven lamps,sector 82,0.89,8850.0,2,2,2,14.0,Relatively New,1246.86,1111.0,999.97,1,0,0,0,0,1,129,"28.3935° N, 76.9600° E",28.3935,76.96
flat,nbcc heights,sector 89,0.75,6578.0,2,2,2,6.0,Moderately Old,1140.0,1032.0,929.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,satya the hermitage,sector 103,0.99,6655.0,3,4,3+,2.0,Relatively New,1991.0,1731.0,1495.0,0,1,0,1,0,0,174,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,vatika the seven lamps,sector 82,0.81,6192.0,2,2,2,15.0,Relatively New,1299.96,1176.0,1058.0,0,0,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
flat,chd avenue,sector 71,1.16,6655.0,3,3,3,5.0,Moderately Old,1743.0,1577.0,1419.0,0,1,0,0,0,1,73,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,pareena coban residences,sector 99a,1.02,8793.0,2,2,3,3.0,Relatively New,1550.0,1429.98,1160.03,1,0,0,0,0,0,174,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,emaar mgf emerald floors premier,sector 65,2.79,14126.0,4,4,3+,2.0,Relatively New,2462.43,2194.0,1974.96,1,1,0,0,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
flat,indiabulls centrum park,sector 103,2.4,8347.0,4,6,3+,15.0,Relatively New,2875.04,2456.0,2100.04,0,1,0,0,0,0,156,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,3,4,3,3.0,Relatively New,2057.26,1833.0,1650.0,1,1,1,1,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
flat,dlf the belaire,sector 54,7.0,23333.0,4,6,3+,12.0,Moderately Old,3000.01,2715.0,2444.0,0,1,1,1,0,1,108,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,smart world gems,sector 89,0.88,7978.0,2,2,0,2.0,New Property,1219.0,1102.98,993.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,m3m skycity,sector 65,2.1,16030.0,2,2,2,43.0,New Property,1309.97,1185.0,1066.0,0,0,0,0,0,0,127,"28.4030° N, 77.0690° E",28.403,77.069
flat,ramprastha skyz,sector 37d,1.1,6376.0,3,3,3+,7.0,Under Construction,1725.02,1561.0,1405.0,0,0,0,0,0,0,109,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,suncity vatsal valley,gwal pahari,1.45,10139.0,3,3,3,4.0,Under Construction,1271.21,1429.98,760.04,0,0,0,0,0,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
flat,tulip lemon,sector 69,0.6,11407.0,2,1,1,11.0,Relatively New,655.66,584.0,526.03,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,central park resorts,sector 48,5.15,20900.0,3,3,3+,8.0,Moderately Old,2463.96,2363.97,2263.97,0,1,0,0,0,2,53,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,emaar digihomes,sector 62,2.15,14257.0,2,2,3,31.0,Under Construction,1880.64,1676.0,1508.02,0,0,0,0,0,0,101,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,experion the heartsong,sector 108,1.3,8344.0,3,3,3+,7.0,Relatively New,1757.96,1661.0,1557.97,1,0,0,0,0,0,150,"28.5134° N, 76.9830° E",28.5134,76.983
flat,millenium bajrang society,sector 43,2.5,9433.0,4,4,3+,2.0,Relatively New,2649.96,2398.0,2158.0,0,0,0,0,0,1,94,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,m3m heights,sector 65,1.99,15793.0,2,2,2,26.0,Under Construction,1260.02,1140.0,1026.0,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
flat,bptp terra,sector 37d,1.65,8790.0,3,3,2,15.0,Relatively New,1877.01,1699.0,1529.0,0,0,0,0,0,0,116,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,emaar gurgaon greens,sector 102,1.3,7878.0,3,3,3,4.0,Relatively New,1650.0,1315.0,1022.57,0,1,0,0,0,1,125,"28.4750° N, 76.9715° E",28.475,76.9715
flat,signature global solera,sector 107,0.28,5674.0,2,2,2,11.0,Relatively New,609.57,543.0,489.0,0,0,0,0,0,0,29,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,la vida by tata housing,sector 113,2.45,11050.0,3,3,3+,3.0,Relatively New,2217.04,1890.03,1680.03,1,0,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,hero homes,sector 104,1.35,9565.0,3,2,2,18.0,New Property,1359.05,1094.0,861.97,0,0,0,0,0,0,49,"28.4788° N, 76.9960° E",28.4788,76.996
flat,dlf new town heights,sector 86,1.27,6580.0,3,4,3,19.0,Relatively New,1929.97,1800.05,1450.0,0,1,0,1,0,0,126,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,pareena mi casa,sector 68,1.0,8163.0,2,2,2,16.0,New Property,1527.46,1361.0,1225.04,0,1,0,0,0,0,65,"28.3853° N, 77.0484° E",28.3853,77.0484
house,dlf city plots phase 2,sector 25,6.3,35000.0,4,4,3+,2.0,Old Property,1989.0,1800.05,1620.0,0,1,1,0,0,0,89,"28.4844° N, 77.0860° E",28.4844,77.086
house,independent,sector 43,5.75,23662.0,4,4,2,4.0,Under Construction,2546.28,2339.96,1980.02,0,1,1,0,0,2,153,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,bestech park view grand spa,sector 81,3.3,12222.0,4,5,3+,4.0,Relatively New,3469.96,3070.0,2700.02,1,1,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,mapsko royale ville,sector 82,1.15,6424.0,3,4,2,15.0,Relatively New,1790.04,1620.0,1458.0,0,1,0,1,0,1,104,"28.3935° N, 76.9600° E",28.3935,76.96
flat,ramshanti cooperative society,sector 52,1.76,7242.0,4,4,3+,12.0,New Property,2429.95,2199.0,1979.0,0,0,0,0,0,0,0,"28.4379° N, 77.0785° E",28.4379,77.0785
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8,8,3,3.0,Moderately Old,4157.0,3761.98,3386.0,1,1,1,1,0,2,160,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,godrej habitat,sector 3,1.25,8656.0,2,2,3,14.0,Under Construction,1443.98,1161.0,912.99,0,0,0,0,0,0,36,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,experion windchants,sector 112,5.6,11551.0,4,6,3+,8.0,Relatively New,4847.95,3655.31,3290.0,0,1,0,0,0,1,168,"28.5189° N, 77.0183° E",28.5189,77.0183
house,independent,sector 27,4.25,31481.0,5,5,3+,3.0,Relatively New,1655.22,1449.04,1350.01,0,1,0,1,0,1,49,"28.4658° N, 77.0917° E",28.4658,77.0917
flat,sobha city,sector 108,2.4,17378.0,2,2,2,14.0,New Property,1381.01,1250.0,1125.0,0,0,0,0,0,1,113,"28.5134° N, 76.9830° E",28.5134,76.983
flat,emaar palm gardens,sector 83,1.8,12000.0,3,4,3+,6.0,Relatively New,1870.56,1667.0,1499.95,0,1,0,0,0,1,96,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,parsvnath green ville,sector 48,1.5,8787.0,3,3,3,1.0,Old Property,1707.05,1599.95,1399.95,0,0,0,0,0,1,128,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4,4,3+,8.0,Relatively New,3434.01,2998.0,2600.02,0,1,0,0,0,0,61,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,ats tourmaline,sector 109,1.65,7674.0,3,3,3+,16.0,Relatively New,2149.98,1946.0,1751.0,0,1,0,0,0,1,49,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,bestech park view residency,sector 2,0.95,6713.0,2,2,3,1.0,Moderately Old,1415.02,1281.0,1153.0,0,0,0,0,0,1,82,"28.5095° N, 77.0320° E",28.5095,77.032
flat,spectrum centre,sector 82a,0.62,9538.0,1,1,0,6.0,Relatively New,718.0,650.03,585.0,0,0,0,0,0,0,0,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,indiabulls centrum park,sector 103,1.05,5861.0,2,2,3,1.0,Relatively New,1323.87,1364.97,899.97,0,0,0,0,0,1,51,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,bptp terra,sector 37d,1.78,8124.0,4,3,3,10.0,Relatively New,2190.99,1983.0,1785.0,0,1,0,0,0,0,127,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,puri diplomatic greens,sector 111,3.4,11525.0,4,5,3+,14.0,Relatively New,2949.95,2670.0,2403.0,0,1,0,0,0,0,94,"28.5238° N, 77.0320° E",28.5238,77.032
house,uppal southend,sector 49,4.4,15278.0,6,6,3,3.0,Moderately Old,3182.0,2879.99,2592.0,1,1,1,1,0,2,110,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ramprastha the edge towers,sector 37d,1.0,5649.0,3,3,3+,13.0,Moderately Old,1770.02,1602.0,1442.0,0,0,0,0,0,0,38,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,orchid petals,sector 49,4.21,11835.0,5,6,3+,14.0,Relatively New,3557.04,3219.0,2897.0,0,1,0,1,0,0,35,"28.4121° N, 77.0480° E",28.4121,77.048
flat,parsvnath exotica,sector 53,4.8,14680.0,3,4,3+,12.0,New Property,3199.0,2894.95,2605.0,0,0,0,0,0,0,69,"28.4433° N, 77.0948° E",28.4433,77.0948
house,independent,sector 3,0.37,7916.0,1,1,1,1.0,Relatively New,530.0,479.96,432.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
house,ansals palam vihar,sector 2,5.0,12500.0,6,4,0,3.0,Moderately Old,4420.0,3999.97,3600.0,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,raheja revanta,sector 78,4.75,16885.0,3,3,2,31.0,Under Construction,3108.0,2813.04,2532.0,0,1,0,0,0,0,100,"28.3733° N, 76.9729° E",28.3733,76.9729
house,godrej meridien,sector 106,5.6,14000.0,5,4,3+,33.0,New Property,4420.0,3999.97,3600.0,1,1,1,1,0,0,151,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,guru gram haryana cghs,sector 56,1.39,7227.0,3,3,3,4.0,Moderately Old,1919.96,1738.0,1564.0,1,0,0,0,0,1,134,"28.4245° N, 77.0991° E",28.4245,77.0991
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2,2,0,2.0,Relatively New,497.0,450.04,405.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
house,independent,sector 55,5.0,44444.0,9,9,3+,5.0,New Property,1141.54,1034.95,899.97,0,0,0,0,1,1,44,"28.4281° N, 77.1100° E",28.4281,77.11
flat,umang monsoon breeze,sector 78,0.9,4615.0,3,3,2,1.0,Moderately Old,1949.99,1900.04,1853.97,0,1,0,1,0,0,65,"28.3733° N, 76.9729° E",28.3733,76.9729
house,independent,sector 43,2.5,25960.0,7,7,3,4.0,Relatively New,1064.0,963.05,867.0,0,0,0,0,1,1,20,"28.4629° N, 77.0772° E",28.4629,77.0772
house,independent,sector 26,4.5,33333.0,5,5,3+,2.0,Old Property,1492.0,1350.01,1215.0,0,0,0,0,0,0,7,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,dlf express greens,manesar,1.6,6808.0,4,6,3+,4.0,Relatively New,2930.23,2611.0,2349.97,1,1,0,1,0,0,49,"28.3515° N, 76.9428° E",28.3515,76.9428
house,independent,sector 26,4.0,29630.0,4,4,3,2.0,Old Property,1492.0,1350.01,1215.0,0,0,1,0,0,0,41,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ild grand,sector 37c,0.66,5038.0,2,2,3+,14.0,Relatively New,1448.0,1309.97,1179.0,0,0,0,0,0,0,60,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,ireo the corridors,sector 67a,1.3,10031.0,2,2,2,1.0,New Property,1432.0,1295.97,1166.0,0,0,0,0,0,0,55,"28.3960° N, 77.0372° E",28.396,77.0372
house,not applicable,sector 4,0.4,9259.0,1,1,1,1.0,Moderately Old,477.0,431.96,389.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,sare homes,sector 92,1.12,5358.0,4,4,2,12.0,Relatively New,2606.0,2322.0,2090.03,0,1,0,0,0,0,85,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf new town heights,sector 90,1.2,6217.0,3,3,3+,15.0,Relatively New,1929.97,1747.0,1572.0,0,0,0,0,0,0,37,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,pivotal devaan,sector 84,0.36,7588.0,2,2,1,9.0,Relatively New,582.97,531.0,481.04,0,0,1,0,0,2,80,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sobha smriti apartments,sector 56,0.5,8333.0,1,1,2,3.0,Old Property,748.33,667.0,599.98,0,0,0,0,0,0,0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,ss the leaf,sector 85,1.09,6666.0,2,2,3,9.0,Relatively New,1639.99,1638.05,1635.04,0,0,1,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,corona gracieux,sector 76,1.46,5500.0,4,6,3+,8.0,New Property,2649.96,2398.0,2158.0,0,1,0,0,0,0,58,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,tulip violet,sector 69,1.65,8872.0,3,3,2,1.0,Relatively New,1744.0,1577.99,1420.0,0,0,0,0,0,1,69,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,shree vardhman victoria,sector 70,1.55,7948.0,3,5,3,8.0,Relatively New,1949.99,1527.0,1160.99,0,1,0,0,0,0,174,"28.3968° N, 77.0233° E",28.3968,77.0233
house,independent,sector 55,5.6,20741.0,6,4,3,3.0,Old Property,2984.0,2700.02,2430.0,0,1,0,0,0,1,41,"28.4281° N, 77.1100° E",28.4281,77.11
flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10545.0,4,4,3+,15.0,Relatively New,2162.04,1957.0,1761.0,0,0,0,0,0,0,108,"28.4750° N, 76.9715° E",28.475,76.9715
flat,suncity platinum towers,sector 28,6.0,22346.0,3,3,2,8.0,Moderately Old,3347.82,2983.0,2684.95,0,1,0,0,0,0,31,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,ambience creacions,sector 22,2.55,13709.0,3,3,3,8.0,Relatively New,1860.0,1599.95,1399.95,0,0,0,0,1,2,125,"28.5072° N, 77.0640° E",28.5072,77.064
flat,spaze privy,sector 72,3.1,6692.0,4,5,3+,8.0,Moderately Old,4632.03,3374.0,2300.03,1,1,1,1,0,0,136,"28.4225° N, 77.0211° E",28.4225,77.0211
